attempt_id,panel_id,source_class,source_scale,pump_capacity_scale,hydraulic_scale,hydraulic_mode,eligibility,root_search_stage,root_search_start_count,start_id,optimizer_success,admissible_state,converged_root,passes_numerical_gate,passes_wt_gate,max_abs_scaled_residual,max_abs_amount_rhs_fmol_s,max_abs_volume_rhs_pL_s,max_abs_omitted_charge_rhs_fmol_equivalent_s,normalized_jacobian_rank,normalized_jacobian_nullity,boundary_hits_json,wt_gate_failures_json,coordinates_and_other_json,cost,optimality,nfev,message
AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA10_P0.5_H1|lower_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA10_P0.5_H1,AN_ABS_AE4_NHE,0.5,0.5,1.0,H1,PRODUCTION_PRE_REVEAL,PRODUCTION_ABSOLUTE_SOURCE_GRID,3,lower_quartile,True,True,True,True,False,2.9774902161883166e-11,2.220446049250313e-16,2.9774902161883166e-15,3.183217578417441e-16,11,0,[],"[""cl_i_mM=28.3397944 outside [47.1,53.1]"", ""ph_i=6.73652582 outside [6.77,7.05]"", ""k_i_mM=76.6351654 outside [100,160]""]","[24.20507179744596, 76.6351654328719, 5.304915090099419, 6.736525818013925, 1.3, 138.1392949751838, 12.029650777567658, 9.825927892057704, 7.07146936056274, 0.10251734369168608, 186.69157060043847]",4.4717563031512175e-22,4.465334871001116e-06,840,`xtol` termination condition is satisfied.
AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA10_P0.5_H1|upper_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA10_P0.5_H1,AN_ABS_AE4_NHE,0.5,0.5,1.0,H1,PRODUCTION_PRE_REVEAL,PRODUCTION_ABSOLUTE_SOURCE_GRID,3,upper_quartile,True,True,True,True,False,1.9548165169913645e-12,2.220446049250313e-16,1.9548165169913645e-16,2.1597307275911248e-16,11,0,[],"[""cl_i_mM=28.3397944 outside [47.1,53.1]"", ""ph_i=6.73652582 outside [6.77,7.05]"", ""k_i_mM=76.6351654 outside [100,160]""]","[24.20507179744598, 76.63516543287191, 5.304915090099415, 6.736525818013929, 1.3, 138.1392949751838, 12.029650777567662, 9.825927892057722, 7.071469360562746, 0.10251734369168608, 186.69157060043847]",1.967916397729144e-24,1.3866462339013156e-07,2849,`xtol` termination condition is satisfied.
AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA10_P1_H1|lower_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA10_P1_H1,AN_ABS_AE4_NHE,0.5,1.0,1.0,H1,PRODUCTION_PRE_REVEAL,PRODUCTION_ABSOLUTE_SOURCE_GRID,3,lower_quartile,True,True,True,True,False,1.0095006428012532e-11,4.3021142204224816e-16,1.0095006428012532e-15,2.940356291780688e-16,11,0,[],"[""cl_i_mM=27.6347402 outside [47.1,53.1]"", ""ph_i=6.76012191 outside [6.77,7.05]"", ""k_i_mM=89.5569308 outside [100,160]""]","[11.063196834176985, 89.55693082264845, 5.491479298437855, 6.760121914328496, 1.3, 137.09142490986267, 13.093895260512314, 9.00564975413489, 7.037601720534481, 0.10289266200173337, 187.65352873088224]",5.271602382860823e-23,7.39626358147789e-07,848,`xtol` termination condition is satisfied.
AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA10_P1_H1|parent_continuation_00,AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA10_P1_H1,AN_ABS_AE4_NHE,0.5,1.0,1.0,H1,PRODUCTION_PRE_REVEAL,PRODUCTION_ABSOLUTE_SOURCE_GRID,3,parent_continuation_00,True,True,True,True,False,1.0095006428012532e-11,5.828670879282072e-16,1.0095006428012532e-15,1.3530843112619095e-16,11,0,[],"[""cl_i_mM=27.6347402 outside [47.1,53.1]"", ""ph_i=6.76012191 outside [6.77,7.05]"", ""k_i_mM=89.5569308 outside [100,160]""]","[11.063196834176985, 89.5569308226484, 5.491479298437842, 6.760121914328492, 1.3, 137.09142490986267, 13.09389526051232, 9.005649754134973, 7.037601720534493, 0.10289266200173337, 187.6535287308823]",5.271593087578118e-23,7.396251790808667e-07,132,`xtol` termination condition is satisfied.
AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA10_P1_H1|upper_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA10_P1_H1,AN_ABS_AE4_NHE,0.5,1.0,1.0,H1,PRODUCTION_PRE_REVEAL,PRODUCTION_ABSOLUTE_SOURCE_GRID,3,upper_quartile,True,True,True,True,False,2.1634170149775755e-11,3.3306690738754696e-16,2.1634170149775755e-15,3.382710778154774e-17,11,0,[],"[""cl_i_mM=27.6347402 outside [47.1,53.1]"", ""ph_i=6.76012191 outside [6.77,7.05]"", ""k_i_mM=89.5569308 outside [100,160]""]","[11.063196834176983, 89.55693082264841, 5.491479298437842, 6.7601219143284945, 1.3, 137.09142490986267, 13.093895260512324, 9.005649754134971, 7.037601720534499, 0.10289266200173337, 187.65352873088227]",2.341864870935594e-22,2.9150139752120712e-06,2688,`xtol` termination condition is satisfied.
AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA10_P2_H1|lower_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA10_P2_H1,AN_ABS_AE4_NHE,0.5,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,PRODUCTION_ABSOLUTE_SOURCE_GRID,3,lower_quartile,True,True,True,True,False,2.8297676701871666e-12,3.0531133177191805e-16,2.8297676701871666e-16,1.968911145233676e-16,11,0,[],"[""cl_i_mM=27.4907453 outside [47.1,53.1]"", ""na_i_mM=7.67813799 outside [10,35]"", ""k_i_mM=93.2381061 outside [100,160]""]","[7.678137985533829, 93.23810614810421, 5.684692601763238, 6.779811385932202, 1.3, 136.83391250095895, 13.35658851505843, 8.773395374746896, 7.027419639243659, 0.1030164108217774, 187.20517987008375]",4.004724124529261e-24,2.0339314823887037e-07,768,`xtol` termination condition is satisfied.
AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA10_P2_H1|parent_continuation_00,AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA10_P2_H1,AN_ABS_AE4_NHE,0.5,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,PRODUCTION_ABSOLUTE_SOURCE_GRID,3,parent_continuation_00,True,True,True,True,False,2.8297676701871666e-12,1.3877787807814457e-16,2.8297676701871666e-16,4.727121472036799e-16,11,0,[],"[""cl_i_mM=27.4907453 outside [47.1,53.1]"", ""na_i_mM=7.67813799 outside [10,35]"", ""k_i_mM=93.2381061 outside [100,160]""]","[7.6781379855338265, 93.23810614810411, 5.6846926017632144, 6.779811385932197, 1.3, 136.83391250095895, 13.356588515058434, 8.773395374747063, 7.027419639243688, 0.1030164108217774, 187.2051798700839]",4.004644838758317e-24,2.0339273401354807e-07,110,`xtol` termination condition is satisfied.
AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA10_P2_H1|upper_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA10_P2_H1,AN_ABS_AE4_NHE,0.5,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,PRODUCTION_ABSOLUTE_SOURCE_GRID,3,upper_quartile,True,True,True,True,False,2.8297676701871666e-12,2.220446049250313e-16,2.8297676701871666e-16,2.8536201179818477e-16,11,0,[],"[""cl_i_mM=27.4907453 outside [47.1,53.1]"", ""na_i_mM=7.67813799 outside [10,35]"", ""k_i_mM=93.2381061 outside [100,160]""]","[7.678137985533831, 93.23810614810418, 5.684692601763245, 6.7798113859322, 1.3, 136.83391250095895, 13.356588515058428, 8.773395374746874, 7.027419639243651, 0.1030164108217774, 187.20517987008375]",4.004679865638222e-24,2.033928278271081e-07,2578,`xtol` termination condition is satisfied.
AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P0.5_H1|frozen_reference,AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P0.5_H1,AN_ABS_AE4_NHE,0.5,0.5,1.0,H1,PRODUCTION_PRE_REVEAL,PRODUCTION_ABSOLUTE_SOURCE_GRID,3,frozen_reference,True,True,True,True,False,4.160625836913123e-12,2.403632848313464e-14,4.1606258369131233e-16,4.09654948851923e-14,11,0,[],"[""cl_i_mM=28.7048181 outside [47.1,53.1]"", ""na_i_mM=36.5483046 outside [10,35]"", ""k_i_mM=66.7518605 outside [100,160]""]","[36.5483046336555, 66.75186046047332, 6.331777728965806, 6.823165556695053, 1.2999999999999976, 139.27646636348726, 10.880275528900238, 10.458438336858471, 7.093736057625191, 0.1023077195261738, 181.68321856657704]",9.467141136580542e-24,2.9502325923338253e-07,892,`xtol` termination condition is satisfied.
AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P0.5_H1|lower_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P0.5_H1,AN_ABS_AE4_NHE,0.5,0.5,1.0,H1,PRODUCTION_PRE_REVEAL,PRODUCTION_ABSOLUTE_SOURCE_GRID,3,lower_quartile,True,True,True,True,False,4.160625836913123e-12,2.498001805406602e-16,4.1606258369131233e-16,5.737597896793289e-16,11,0,[],"[""cl_i_mM=28.7048181 outside [47.1,53.1]"", ""na_i_mM=36.5483046 outside [10,35]"", ""k_i_mM=66.7518605 outside [100,160]""]","[36.548304633633755, 66.75186046047921, 6.331777728966038, 6.823165556693947, 1.3, 139.2764663634852, 10.88027552890103, 10.458438336858798, 7.0937360576239765, 0.10230771952617398, 181.6832185665973]",9.795180767036989e-24,2.969601595111217e-07,647,`xtol` termination condition is satisfied.
AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P0.5_H1|upper_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P0.5_H1,AN_ABS_AE4_NHE,0.5,0.5,1.0,H1,PRODUCTION_PRE_REVEAL,PRODUCTION_ABSOLUTE_SOURCE_GRID,3,upper_quartile,True,True,True,True,False,2.756963494304765e-11,1.3877787807814457e-16,2.756963494304765e-15,3.209238430557093e-17,11,0,[],"[""cl_i_mM=28.7048181 outside [47.1,53.1]"", ""na_i_mM=36.5483046 outside [10,35]"", ""k_i_mM=66.7518605 outside [100,160]""]","[36.54830463363401, 66.75186046047914, 6.3317777289660375, 6.823165556693961, 1.3, 139.27646636348524, 10.880275528901022, 10.458438336858775, 7.093736057623987, 0.10230771952617398, 181.68321856659705]",3.8048982524172626e-22,4.420705289428637e-06,2681,`xtol` termination condition is satisfied.
AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P1_H1|lower_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P1_H1,AN_ABS_AE4_NHE,0.5,1.0,1.0,H1,PRODUCTION_PRE_REVEAL,PRODUCTION_ABSOLUTE_SOURCE_GRID,3,lower_quartile,True,True,True,True,False,7.265238757825365e-12,1.6653345369377348e-16,7.265238757825365e-16,3.0704605524789486e-16,11,0,[],"[""cl_i_mM=26.4535471 outside [47.1,53.1]"", ""k_i_mM=89.1540271 outside [100,160]""]","[12.688457164094663, 89.15402705571901, 6.653375451766637, 6.858399292525136, 1.3, 137.73710985790964, 12.447457053471057, 9.072081961345589, 7.0400258643705875, 0.10290573943428942, 186.08961320632014]",2.6398113226414919e-23,9.790053661171197e-07,878,`xtol` termination condition is satisfied.
AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P1_H1|parent_continuation_00,AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P1_H1,AN_ABS_AE4_NHE,0.5,1.0,1.0,H1,PRODUCTION_PRE_REVEAL,PRODUCTION_ABSOLUTE_SOURCE_GRID,3,parent_continuation_00,True,True,True,True,False,7.265238757825365e-12,2.914335439641036e-16,7.265238757825365e-16,4.3021142204224816e-16,11,0,[],"[""cl_i_mM=26.4535471 outside [47.1,53.1]"", ""k_i_mM=89.1540271 outside [100,160]""]","[12.688457164094663, 89.154027055719, 6.6533754517666255, 6.858399292525136, 1.3, 137.73710985790964, 12.44745705347107, 9.07208196134566, 7.040025864370603, 0.10290573943428942, 186.08961320632017]",2.639826772948211e-23,9.790048050463374e-07,145,`xtol` termination condition is satisfied.
AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P1_H1|upper_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P1_H1,AN_ABS_AE4_NHE,0.5,1.0,1.0,H1,PRODUCTION_PRE_REVEAL,PRODUCTION_ABSOLUTE_SOURCE_GRID,3,upper_quartile,True,True,True,True,False,9.720956678505033e-12,1.6653345369377348e-16,9.720956678505033e-16,3.465110143263672e-16,11,0,[],"[""cl_i_mM=26.4535471 outside [47.1,53.1]"", ""k_i_mM=89.1540271 outside [100,160]""]","[12.688457164094674, 89.15402705571908, 6.653375451766669, 6.85839929252514, 1.3, 137.73710985790964, 12.447457053471043, 9.072081961345399, 7.040025864370552, 0.10290573943428942, 186.08961320632002]",5.035504410702229e-23,1.337502733746328e-06,2431,`xtol` termination condition is satisfied.
AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P2_H1|lower_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P2_H1,AN_ABS_AE4_NHE,0.5,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,PRODUCTION_ABSOLUTE_SOURCE_GRID,3,lower_quartile,True,True,True,True,False,6.50196042839557e-12,1.3877787807814457e-16,6.50196042839557e-16,1.8388068845354155e-16,11,0,[],"[""cl_i_mM=26.1070057 outside [47.1,53.1]"", ""na_i_mM=8.35857533 outside [10,35]"", ""k_i_mM=93.8641611 outside [100,160]""]","[8.358575331375617, 93.86416112143273, 7.007783188330121, 6.886722131450434, 1.3, 137.49288199945465, 12.698206302032899, 8.79596560000137, 7.028316501043772, 0.10305509873720047, 185.58576701354855]",2.1479947318713807e-23,4.668412159354787e-07,628,`xtol` termination condition is satisfied.
AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P2_H1|parent_continuation_00,AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P2_H1,AN_ABS_AE4_NHE,0.5,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,PRODUCTION_ABSOLUTE_SOURCE_GRID,3,parent_continuation_00,True,True,True,True,False,6.50196042839557e-12,2.498001805406602e-16,6.50196042839557e-16,3.616898447411643e-16,11,0,[],"[""cl_i_mM=26.1070057 outside [47.1,53.1]"", ""na_i_mM=8.35857533 outside [10,35]"", ""k_i_mM=93.8641611 outside [100,160]""]","[8.358575331375613, 93.86416112143264, 7.007783188330094, 6.886722131450431, 1.3, 137.49288199945465, 12.698206302032911, 8.795965600001553, 7.0283165010438085, 0.10305509873720047, 185.58576701354872]",2.1480007407866192e-23,4.6684121593547915e-07,147,`xtol` termination condition is satisfied.
AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P2_H1|upper_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P2_H1,AN_ABS_AE4_NHE,0.5,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,PRODUCTION_ABSOLUTE_SOURCE_GRID,3,upper_quartile,True,True,True,True,False,6.50196042839557e-12,8.326672684688674e-17,6.50196042839557e-16,2.905661822261152e-16,11,0,[],"[""cl_i_mM=26.1070057 outside [47.1,53.1]"", ""na_i_mM=8.35857533 outside [10,35]"", ""k_i_mM=93.8641611 outside [100,160]""]","[8.358575331375613, 93.86416112143267, 7.007783188330096, 6.886722131450432, 1.3, 137.49288199945465, 12.698206302032915, 8.79596560000153, 7.028316501043805, 0.10305509873720047, 185.5857670135487]",2.1479930223602906e-23,4.668412159354791e-07,2172,`xtol` termination condition is satisfied.
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA05_P0.5_H1|lower_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA05_P0.5_H1,AN_ABS_AE4_NHE,0.5,0.5,1.0,H1,PRODUCTION_PRE_REVEAL,PRODUCTION_ABSOLUTE_SOURCE_GRID,3,lower_quartile,True,True,True,True,False,2.372668034267278e-11,4.0245584642661925e-16,2.372668034267278e-15,4.917941054394248e-16,11,0,[],"[""cl_i_mM=27.7913736 outside [47.1,53.1]"", ""ph_i=6.67182278 outside [6.77,7.05]"", ""k_i_mM=80.706919 outside [100,160]""]","[18.20087378977404, 80.70691897460982, 4.682650344246363, 6.671822778533344, 1.3, 138.78330757977955, 11.391761763250312, 9.343044726261427, 7.050905712292146, 0.10263440453824442, 190.72619432992414]",2.838430406254358e-22,3.449071977609938e-06,966,`xtol` termination condition is satisfied.
