panel_id,parent_panel_id,stage,topology_id,routing_id,source_class,source_scale,pump_capacity_scale,apical_pump_fraction,apical_k_fraction,ae4_cation_fraction,hydraulic_scale,hydraulic_mode,eligibility,eligibility_migration,attempt_count,converged_attempt_count,numerical_root_count,wt_passing_root_count,best_max_abs_scaled_residual,best_attempt_id,failure_union_json,start_design_json,screen_start_count,confirmation_start_count,geometry_start_count
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA05_P1_H1,STRICT_NATIVE_S1_PHIGH_KLOW_AE4NA05_P1_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PHIGH_KLOW,AE4NA05,AN_ABS_AE4_NHE,0.5,1.0,0.094586,0.2,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,8.345104121620928e-12,parent_continuation_00,"[""cl_i_mM=27.5207612 outside [47.1,53.1]"", ""k_i_mM=88.941115 outside [100,160]"", ""na_i_mM=9.89883526 outside [10,35]"", ""ph_i=6.68292932 outside [6.77,7.05]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA05_P2_H1,STRICT_NATIVE_S1_PHIGH_KLOW_AE4NA05_P2_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PHIGH_KLOW,AE4NA05,AN_ABS_AE4_NHE,0.5,2.0,0.094586,0.2,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,2.7506209115957247e-12,lower_quartile,"[""cl_i_mM=27.4693428 outside [47.1,53.1]"", ""k_i_mM=91.9384981 outside [100,160]"", ""na_i_mM=7.09130352 outside [10,35]"", ""ph_i=6.69508208 outside [6.77,7.05]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA10_P0.5_H1,STRICT_NATIVE_S1_PHIGH_KLOW_AE4NA10_P0.5_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PHIGH_KLOW,AE4NA10,AN_ABS_AE4_NHE,0.5,0.5,0.094586,0.2,0.1,1.0,H1,PRODUCTION_PRE_REVEAL,,3,2,1,0,6.2759042754323424e-12,frozen_reference,"[""cl_i_mM=27.5741725 outside [47.1,53.1]"", ""cl_i_mM=27.5849791 outside [47.1,53.1]"", ""k_i_mM=75.5028922 outside [100,160]"", ""k_i_mM=75.5232459 outside [100,160]"", ""ph_i=6.73236906 outside [6.77,7.05]"", ""ph_i=6.73236907 outside [6.77,7.05]"", ""ph_i=6.73830076 outside [6.77,7.05]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""frozen_reference"", ""lower_quartile"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA10_P1_H1,STRICT_NATIVE_S1_PHIGH_KLOW_AE4NA10_P1_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PHIGH_KLOW,AE4NA10,AN_ABS_AE4_NHE,0.5,1.0,0.094586,0.2,0.1,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,7.582909994363618e-12,upper_quartile,"[""cl_i_mM=26.6965155 outside [47.1,53.1]"", ""k_i_mM=88.4904642 outside [100,160]"", ""ph_i=6.75438668 outside [6.77,7.05]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA10_P2_H1,STRICT_NATIVE_S1_PHIGH_KLOW_AE4NA10_P2_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PHIGH_KLOW,AE4NA10,AN_ABS_AE4_NHE,0.5,2.0,0.094586,0.2,0.1,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,5.467631555844399e-12,upper_quartile,"[""cl_i_mM=26.5086836 outside [47.1,53.1]"", ""k_i_mM=92.1216232 outside [100,160]"", ""na_i_mM=7.66988749 outside [10,35]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA20_P0.5_H1,STRICT_NATIVE_S1_PHIGH_KLOW_AE4NA20_P0.5_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PHIGH_KLOW,AE4NA20,AN_ABS_AE4_NHE,0.5,0.5,0.094586,0.2,0.2,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,2.4649336391457943e-12,frozen_reference,"[""cl_i_mM=28.1710181 outside [47.1,53.1]"", ""k_i_mM=65.7008175 outside [100,160]"", ""na_i_mM=36.9967927 outside [10,35]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""frozen_reference"", ""lower_quartile"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA20_P1_H1,STRICT_NATIVE_S1_PHIGH_KLOW_AE4NA20_P1_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PHIGH_KLOW,AE4NA20,AN_ABS_AE4_NHE,0.5,1.0,0.094586,0.2,0.2,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,7.048398323328264e-12,lower_quartile,"[""cl_i_mM=25.6765914 outside [47.1,53.1]"", ""k_i_mM=88.2626056 outside [100,160]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA20_P2_H1,STRICT_NATIVE_S1_PHIGH_KLOW_AE4NA20_P2_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PHIGH_KLOW,AE4NA20,AN_ABS_AE4_NHE,0.5,2.0,0.094586,0.2,0.2,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,9.094287822808411e-12,lower_quartile,"[""cl_i_mM=25.3028345 outside [47.1,53.1]"", ""k_i_mM=92.9284671 outside [100,160]"", ""na_i_mM=8.34411494 outside [10,35]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA05_P0.5_H1,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA05_P0.5_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PLOW_KHIGH,AE4NA05,AN_ABS_AE4_NHE,0.5,0.5,0.056878,0.4,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,,3,2,1,0,2.8080836267374565e-12,parent_continuation_00,"[""cl_i_mM=29.1437442 outside [47.1,53.1]"", ""cl_i_mM=29.1440098 outside [47.1,53.1]"", ""k_i_mM=82.4054906 outside [100,160]"", ""k_i_mM=82.406324 outside [100,160]"", ""ph_i=6.67865407 outside [6.77,7.05]"", ""ph_i=6.67877602 outside [6.77,7.05]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA05_P1_H1,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA05_P1_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PLOW_KHIGH,AE4NA05,AN_ABS_AE4_NHE,0.5,1.0,0.056878,0.4,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,2.312603233911581e-12,parent_continuation_00,"[""cl_i_mM=29.1546438 outside [47.1,53.1]"", ""k_i_mM=90.7612465 outside [100,160]"", ""na_i_mM=9.89687271 outside [10,35]"", ""ph_i=6.69179499 outside [6.77,7.05]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA05_P2_H1,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA05_P2_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PLOW_KHIGH,AE4NA05,AN_ABS_AE4_NHE,0.5,2.0,0.056878,0.4,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,1.2163664173114874e-11,parent_continuation_00,"[""cl_i_mM=29.233393 outside [47.1,53.1]"", ""k_i_mM=93.8987908 outside [100,160]"", ""na_i_mM=7.10117275 outside [10,35]"", ""ph_i=6.704855 outside [6.77,7.05]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA10_P0.5_H1,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA10_P0.5_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PLOW_KHIGH,AE4NA10,AN_ABS_AE4_NHE,0.5,0.5,0.056878,0.4,0.1,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,5.729466380499648e-12,lower_quartile,"[""cl_i_mM=28.7627899 outside [47.1,53.1]"", ""k_i_mM=77.1254195 outside [100,160]"", ""ph_i=6.73845662 outside [6.77,7.05]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""frozen_reference"", ""lower_quartile"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA10_P1_H1,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA10_P1_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PLOW_KHIGH,AE4NA10,AN_ABS_AE4_NHE,0.5,1.0,0.056878,0.4,0.1,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,5.274643569141979e-12,parent_continuation_00,"[""cl_i_mM=28.2470123 outside [47.1,53.1]"", ""k_i_mM=90.2237082 outside [100,160]"", ""ph_i=6.76330216 outside [6.77,7.05]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA10_P2_H1,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA10_P2_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PLOW_KHIGH,AE4NA10,AN_ABS_AE4_NHE,0.5,2.0,0.056878,0.4,0.1,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,1.0925505292136428e-11,parent_continuation_00,"[""cl_i_mM=28.1938022 outside [47.1,53.1]"", ""k_i_mM=94.0185569 outside [100,160]"", ""na_i_mM=7.69360872 outside [10,35]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA20_P0.5_H1,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA20_P0.5_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PLOW_KHIGH,AE4NA20,AN_ABS_AE4_NHE,0.5,0.5,0.056878,0.4,0.2,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,1.0470140379692516e-11,lower_quartile,"[""cl_i_mM=29.0946027 outside [47.1,53.1]"", ""k_i_mM=67.2622319 outside [100,160]"", ""na_i_mM=36.4736575 outside [10,35]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""frozen_reference"", ""lower_quartile"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA20_P1_H1,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA20_P1_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PLOW_KHIGH,AE4NA20,AN_ABS_AE4_NHE,0.5,1.0,0.056878,0.4,0.2,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,1.4159680372660688e-12,parent_continuation_00,"[""cl_i_mM=27.1310306 outside [47.1,53.1]"", ""k_i_mM=89.8900426 outside [100,160]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA20_P2_H1,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA20_P2_H1,PRODUCTION_ABSOLUTE_SOURCE_GRID,PLOW_KHIGH,AE4NA20,AN_ABS_AE4_NHE,0.5,2.0,0.056878,0.4,0.2,1.0,H1,PRODUCTION_PRE_REVEAL,,3,3,1,0,7.701088031164538e-12,lower_quartile,"[""cl_i_mM=26.8987472 outside [47.1,53.1]"", ""k_i_mM=94.7614145 outside [100,160]"", ""na_i_mM=8.38410726 outside [10,35]""]","{""actual_persisted_attempt_set"": true, ""both_quartiles_present"": true, ""count"": 3, ""kind"": ""one_parent_or_frozen_anchor_plus_both_quartiles"", ""legacy_priority_truncation"": false, ""panel_stage"": ""PRODUCTION_ABSOLUTE_SOURCE_GRID"", ""start_ids"": [""lower_quartile"", ""parent_continuation_00"", ""upper_quartile""]}",3,0,0
