attempt_id,panel_id,source_class,source_scale,pump_capacity_scale,hydraulic_scale,hydraulic_mode,eligibility,production_admissible,independent_admissible,production_converged_root,production_passes_numerical_gate,independent_converged_root,production_scaled_max,independent_scaled_max,scaled_max_absolute_difference,independent_amount_source_max_fmol_s,independent_volume_source_max_pL_s,convergence_gate_agree
AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA10_P2_H1|parent_continuation_00,AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA10_P2_H1,AN_ABS_AE4_NHE,0.5,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,2.8297676701871666e-12,5.285485590866834e-12,2.4557179206796675e-12,4.727121472036799e-16,5.285485590866834e-16,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA10_P2_H1|upper_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA10_P2_H1,AN_ABS_AE4_NHE,0.5,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,2.8297676701871666e-12,2.8297676701871666e-12,0.0,3.0531133177191805e-16,2.8297676701871666e-16,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P0.5_H1|frozen_reference,AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P0.5_H1,AN_ABS_AE4_NHE,0.5,0.5,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,4.160625836913123e-12,3.5890886616873896e-11,3.173026077996077e-11,4.09654948851923e-14,3.5890886616873896e-15,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P0.5_H1|lower_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P0.5_H1,AN_ABS_AE4_NHE,0.5,0.5,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,4.160625836913123e-12,4.160625836913123e-12,0.0,5.737597896793289e-16,4.1606258369131233e-16,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P0.5_H1|upper_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P0.5_H1,AN_ABS_AE4_NHE,0.5,0.5,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,2.756963494304765e-11,2.756963494304765e-11,0.0,3.608224830031759e-16,2.756963494304765e-15,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P1_H1|lower_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P1_H1,AN_ABS_AE4_NHE,0.5,1.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,7.265238757825365e-12,7.265238757825365e-12,0.0,3.0704605524789486e-16,7.265238757825365e-16,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P1_H1|parent_continuation_00,AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P1_H1,AN_ABS_AE4_NHE,0.5,1.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,7.265238757825365e-12,9.720956678505033e-12,2.4557179206796675e-12,5.412337245047638e-16,9.720956678505033e-16,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P1_H1|upper_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P1_H1,AN_ABS_AE4_NHE,0.5,1.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,9.720956678505033e-12,9.720956678505033e-12,0.0,3.465110143263672e-16,9.720956678505033e-16,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P2_H1|lower_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P2_H1,AN_ABS_AE4_NHE,0.5,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,6.50196042839557e-12,6.50196042839557e-12,0.0,2.498001805406602e-16,6.50196042839557e-16,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P2_H1|parent_continuation_00,AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P2_H1,AN_ABS_AE4_NHE,0.5,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,6.50196042839557e-12,6.50196042839557e-12,0.0,3.668940151690947e-16,6.50196042839557e-16,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P2_H1|upper_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KHIGH_AE4NA20_P2_H1,AN_ABS_AE4_NHE,0.5,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,6.50196042839557e-12,3.5776503287676675e-11,2.9274542859281105e-11,2.905661822261152e-16,3.5776503287676675e-15,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA05_P0.5_H1|lower_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA05_P0.5_H1,AN_ABS_AE4_NHE,0.5,0.5,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,2.372668034267278e-11,2.372668034267278e-11,0.0,4.917941054394248e-16,2.372668034267278e-15,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA05_P0.5_H1|parent_continuation_00,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA05_P0.5_H1,AN_ABS_AE4_NHE,0.5,0.5,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,2.127096242199311e-11,2.372668034267278e-11,2.4557179206796675e-12,3.608224830031759e-16,2.372668034267278e-15,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA05_P0.5_H1|upper_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA05_P0.5_H1,AN_ABS_AE4_NHE,0.5,0.5,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,8.003580437287994e-12,3.973275701507628e-11,3.172917657778829e-11,6.522560269672795e-16,3.973275701507628e-15,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA05_P1_H1|lower_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA05_P1_H1,AN_ABS_AE4_NHE,0.5,1.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,2.3385156658339845e-11,2.3385156658339845e-11,0.0,5.072331443756184e-15,2.3385156658339845e-15,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA05_P1_H1|parent_continuation_00,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA05_P1_H1,AN_ABS_AE4_NHE,0.5,1.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,8.345104121620928e-12,5.88938620094126e-12,2.4557179206796675e-12,2.131975151975496e-15,5.88938620094126e-16,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA05_P1_H1|upper_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA05_P1_H1,AN_ABS_AE4_NHE,0.5,1.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,1.0800822042300595e-11,1.0800822042300595e-11,0.0,7.216449660063518e-16,1.0800822042300595e-15,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA05_P2_H1|lower_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA05_P2_H1,AN_ABS_AE4_NHE,0.5,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,2.7506209115957247e-12,2.7506209115957247e-12,0.0,1.3856971126102735e-14,2.7506209115957247e-16,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA05_P2_H1|parent_continuation_00,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA05_P2_H1,AN_ABS_AE4_NHE,0.5,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,2.8979639868365048e-11,2.8979639868365048e-11,0.0,1.3844828061770897e-14,2.8979639868365048e-15,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA05_P2_H1|upper_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA05_P2_H1,AN_ABS_AE4_NHE,0.5,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,2.7506209115957247e-12,2.8979639868365048e-11,2.6229018956769323e-11,1.378931691053964e-14,2.8979639868365048e-15,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA10_P0.5_H1|frozen_reference,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA10_P0.5_H1,AN_ABS_AE4_NHE,0.5,0.5,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,6.2759042754323424e-12,6.2759042754323424e-12,0.0,5.587490106012671e-15,6.275904275432342e-16,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA10_P0.5_H1|lower_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA10_P0.5_H1,AN_ABS_AE4_NHE,0.5,0.5,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,7.713829575095588e-12,7.713829575095588e-12,0.0,9.715344848060248e-13,3.820186354752675e-16,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA10_P0.5_H1|upper_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA10_P0.5_H1,AN_ABS_AE4_NHE,0.5,0.5,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,False,False,False,0.00164863413352756,0.00164863413352756,0.0,0.00020839813753124794,9.942946701440095e-10,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA10_P1_H1|lower_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA10_P1_H1,AN_ABS_AE4_NHE,0.5,1.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,1.0038627915043286e-11,1.0038627915043286e-11,0.0,2.7755575615628914e-16,1.0038627915043286e-15,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA10_P1_H1|parent_continuation_00,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA10_P1_H1,AN_ABS_AE4_NHE,0.5,1.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,1.0038627915043286e-11,1.0038627915043286e-11,0.0,1.942890293094024e-16,1.0038627915043286e-15,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA10_P1_H1|upper_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA10_P1_H1,AN_ABS_AE4_NHE,0.5,1.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,7.582909994363618e-12,1.0038627915043286e-11,2.4557179206796675e-12,2.7755575615628914e-16,1.0038627915043286e-15,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA10_P2_H1|lower_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA10_P2_H1,AN_ABS_AE4_NHE,0.5,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,7.923349476524066e-12,7.923349476524066e-12,0.0,3.0531133177191805e-16,7.923349476524066e-16,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA10_P2_H1|parent_continuation_00,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA10_P2_H1,AN_ABS_AE4_NHE,0.5,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,7.923349476524066e-12,5.467631555844399e-12,2.4557179206796675e-12,7.494005416219807e-16,5.467631555844399e-16,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA10_P2_H1|upper_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA10_P2_H1,AN_ABS_AE4_NHE,0.5,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,5.467631555844399e-12,5.467631555844399e-12,0.0,3.608224830031759e-16,5.467631555844399e-16,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA20_P0.5_H1|frozen_reference,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA20_P0.5_H1,AN_ABS_AE4_NHE,0.5,0.5,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,2.4649336391457943e-12,2.4649336391457943e-12,0.0,1.4905611467330715e-15,2.4649336391457943e-16,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA20_P0.5_H1|lower_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA20_P0.5_H1,AN_ABS_AE4_NHE,0.5,0.5,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,2.84223599517075e-12,2.84223599517075e-12,0.0,2.9967348047499343e-16,2.84223599517075e-16,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA20_P0.5_H1|upper_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA20_P0.5_H1,AN_ABS_AE4_NHE,0.5,0.5,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,2.8888024784790023e-11,2.8888024784790023e-11,0.0,5.134781488891349e-16,2.8888024784790023e-15,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA20_P1_H1|lower_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA20_P1_H1,AN_ABS_AE4_NHE,0.5,1.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,7.048398323328264e-12,9.504116244007932e-12,2.4557179206796675e-12,2.7755575615628914e-16,9.504116244007932e-16,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA20_P1_H1|parent_continuation_00,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA20_P1_H1,AN_ABS_AE4_NHE,0.5,1.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,9.504116244007932e-12,9.504116244007932e-12,0.0,2.7755575615628914e-16,9.504116244007932e-16,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA20_P1_H1|upper_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA20_P1_H1,AN_ABS_AE4_NHE,0.5,1.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,2.222614453595284e-11,2.222614453595284e-11,0.0,2.393918396847994e-16,2.222614453595284e-15,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA20_P2_H1|lower_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA20_P2_H1,AN_ABS_AE4_NHE,0.5,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,9.094287822808411e-12,9.094287822808411e-12,0.0,5.828670879282072e-16,9.094287822808411e-16,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA20_P2_H1|parent_continuation_00,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA20_P2_H1,AN_ABS_AE4_NHE,0.5,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,2.263597295715236e-11,9.094287822808411e-12,1.354168513434395e-11,6.245004513516506e-16,9.094287822808411e-16,True
AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA20_P2_H1|upper_quartile,AN_ABS_AE4_NHE_S0.5_PHIGH_KLOW_AE4NA20_P2_H1,AN_ABS_AE4_NHE,0.5,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,1.1550005743488079e-11,1.1550005743488079e-11,0.0,1.2542918093050304e-14,1.1550005743488079e-15,True
AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA05_P0.5_H1|lower_quartile,AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA05_P0.5_H1,AN_ABS_AE4_NHE,0.5,0.5,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,2.8080836267374565e-12,5.263801547417124e-12,2.4557179206796675e-12,5.222005553667808e-15,5.263801547417124e-16,True
AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA05_P0.5_H1|parent_continuation_00,AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA05_P0.5_H1,AN_ABS_AE4_NHE,0.5,0.5,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,2.8080836267374565e-12,5.263801547417124e-12,2.4557179206796675e-12,5.217831375303739e-15,5.263801547417124e-16,True
AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA05_P0.5_H1|upper_quartile,AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA05_P0.5_H1,AN_ABS_AE4_NHE,0.5,0.5,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,False,False,False,2.90714598596975e-05,2.90714598596975e-05,0.0,4.208676204274335e-06,1.9177341187498823e-10,True
AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA05_P1_H1|lower_quartile,AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA05_P1_H1,AN_ABS_AE4_NHE,0.5,1.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,2.312603233911581e-12,3.022864077106835e-11,2.7916037537156768e-11,1.620752143605131e-14,3.022864077106835e-15,True
AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA05_P1_H1|parent_continuation_00,AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA05_P1_H1,AN_ABS_AE4_NHE,0.5,1.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,2.312603233911581e-12,3.4098158324669114e-12,1.0972125985553305e-12,1.6735744734486246e-14,3.4098158324669114e-16,True
AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA05_P1_H1|upper_quartile,AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA05_P1_H1,AN_ABS_AE4_NHE,0.5,1.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,2.832044494749386e-11,2.832044494749386e-11,0.0,1.633675833501158e-14,2.832044494749386e-15,True
AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA05_P2_H1|lower_quartile,AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA05_P2_H1,AN_ABS_AE4_NHE,0.5,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,1.95665966068459e-11,1.95665966068459e-11,0.0,2.636779683484747e-16,1.95665966068459e-15,True
AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA05_P2_H1|parent_continuation_00,AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA05_P2_H1,AN_ABS_AE4_NHE,0.5,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,1.2163664173114874e-11,1.2163664173114874e-11,0.0,3.885780586188048e-16,1.2163664173114874e-15,True
AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA05_P2_H1|upper_quartile,AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA05_P2_H1,AN_ABS_AE4_NHE,0.5,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,1.95665966068459e-11,1.2163664173114874e-11,7.402932433731024e-12,2.5587171270657905e-16,1.2163664173114874e-15,True
AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA10_P0.5_H1|frozen_reference,AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA10_P0.5_H1,AN_ABS_AE4_NHE,0.5,0.5,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,2.6000794399461125e-11,2.3545076478781457e-11,2.4557179206796675e-12,8.131342821293686e-14,2.3545076478781457e-15,True
AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA10_P0.5_H1|lower_quartile,AN_ABS_AE4_NHE_S0.5_PLOW_KHIGH_AE4NA10_P0.5_H1,AN_ABS_AE4_NHE,0.5,0.5,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,True,True,True,5.729466380499648e-12,5.729466380499648e-12,0.0,7.710574800173786e-15,5.729466380499648e-16,True
