Cl_AE2_fmol_s,Cl_AE4_fmol_s,Cl_NKCC1_fmol_s,anti_cancellation_gate_pass,attempt_id,bath_to_cell_pL_s,bath_to_lumen_pL_s,cell_to_lumen_pL_s,cell_volume_source_pL_s,lumen_outflow_pL_s,lumen_volume_source_pL_s,maximum_ratio,positive_loading_pool_fmol_s,root_id,seed_kind,volume_conservation_residual_pL_s,worst_source
1.3325975044860854e-05,-9.472756480120551e-05,0.05011893612809199,True,robust_00,4.510964024291297e-07,2.977234128934469e-08,4.568393585395825e-07,-5.742956110452805e-09,4.805451360667678e-07,6.066563762159373e-09,1.0000460300308223,0.05013226210313685,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,WT_only_high_carbon,5.293955920339377e-23,cl_apical
1.3006416473118679e-05,-9.57730721221109e-05,0.10566718993598201,True,robust_01,8.369479042187322e-07,5.4598728340806695e-08,8.369727554327256e-07,-2.485121399338872e-11,8.915452719748807e-07,2.6211798651590767e-11,1.0000324930377258,0.10568019635245512,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA20_P2_H1:B00,WT_only_high_carbon,0.0,cl_apical
1.3377298815803667e-05,-9.263859119871126e-05,0.06235561766084729,True,robust_02,4.952544394711821e-07,3.2359175301053256e-08,4.961164700944209e-07,-8.620306232387703e-10,5.275693928330494e-07,9.062525624247775e-10,1.000024159490411,0.06236899495966309,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1:B00,WT_only_high_carbon,0.0,cl_apical
1.302721477239595e-05,-0.00010242644666188021,0.014636967750249388,True,robust_03,5.543040305724389e-07,3.634602576767065e-08,5.574062379128008e-07,-3.102207340361959e-09,5.904724974525877e-07,3.27976622788385e-09,1.0002547034669602,0.014649994965021784,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,WT_only_high_carbon,0.0,cl_apical
1.3286288444467772e-05,-0.00010320892206129492,0.010015061848330835,True,robust_04,8.677202017679519e-07,5.669681033737106e-08,8.692519068881666e-07,-1.5317051202146534e-09,9.24331970458825e-07,1.6167467667127161e-09,0.9986751269238705,0.010028348136775302,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,WT_only_high_carbon,0.0,NKCC1_Cl
1.2951403843716003e-05,-0.00010251518543925415,0.020572861595835306,True,robust_05,5.31584726161327e-07,3.467813546990328e-08,5.315993737804092e-07,-1.464761908217393e-11,5.662621624658026e-07,1.534678450982063e-11,1.000575248550069,0.020585812999679022,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,WT_only_high_carbon,-1.0587911840678754e-22,cl_apical
1.3350427530344517e-05,-0.00010842556242635452,0.07867486170350466,True,robust_06,1.482019113041133e-06,9.66776335792474e-08,1.4820191225499002e-06,-9.508767301921305e-15,1.578696933518531e-06,-1.7738938327610597e-13,0.9998303376431007,0.078688212131035,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,WT_only_high_carbon,0.0,NKCC1_Cl
1.2982159821087075e-05,-0.00010973231061945289,0.011462492737220146,True,robust_07,9.907410099856407e-07,6.446072844255468e-08,9.879329769592005e-07,2.808033026440155e-09,1.0554687857738942e-06,-3.0750803721390997e-09,0.9988687039153008,0.011475474897041232,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,WT_only_high_carbon,0.0,NKCC1_Cl
1.3353225764797818e-05,-0.0001847814624199407,0.009027322532928185,True,robust_08,5.110798866212462e-06,3.3405174953713863e-07,5.121686628117459e-06,-1.0887761904996409e-08,5.4441999230936405e-06,1.1538454560956635e-08,0.9985229836661316,0.009040675758692983,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,WT_only_high_carbon,0.0,NKCC1_Cl
1.304779713662847e-05,-0.00010802751762090304,0.10354952265128976,True,robust_09,1.082169522391041e-06,7.060311146005915e-08,1.0823216900735133e-06,-1.521676824722703e-10,1.152763886391739e-06,1.6091514183334425e-10,0.9999709154756546,0.10356257044842639,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,WT_only_high_carbon,0.0,cl_apical
1.365221913789725e-05,-0.00018234571790893447,7.0743969051388245,True,witness_00,9.89186827149524e-06,6.454225556842629e-07,9.89417951800533e-06,-2.31124651008948e-09,1.0539322190453172e-05,2.7988323642108234e-10,0.9999980701969404,7.074410557357963,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,task21_resting_witness,0.0,NKCC1_Cl
1.3324761040370722e-05,-0.00018021067419637067,8.218719739359054,True,witness_01,4.453101957000172e-05,2.9049292053684893e-06,4.453109846373081e-05,-7.889372909440162e-11,4.743597880818573e-05,4.88609135722534e-11,0.9999983787329584,8.218733064120094,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,task21_resting_witness,0.0,NKCC1_Cl
1.3332349380610301e-05,-0.0002234658318063921,8.330158177139696,True,witness_02,1.019166308850572e-05,6.651225069845168e-07,1.0196353948686011e-05,-4.69086018029056e-09,1.0856637228279232e-05,4.839227391295801e-09,0.9999983995108185,8.330171509489077,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,task21_resting_witness,0.0,NKCC1_Cl
1.3186788596902992e-05,-0.0001695010896488068,4.049485218800656,True,witness_03,3.454744253386366e-05,2.2536899668568818e-06,3.4547965375077186e-05,-5.228412135272549e-10,3.680139556810625e-05,2.597738278217114e-10,0.9999967435995089,4.049498405589253,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,task21_resting_witness,0.0,NKCC1_Cl
1.338521953728682e-05,-0.00020270048001917463,6.286289492775155,True,witness_04,9.785849400145707e-06,6.387831152085254e-07,9.792755894350194e-06,-6.906494204486394e-09,1.042465280982341e-05,6.886199735308779e-09,0.9999978707326393,6.286302877994692,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,task21_resting_witness,0.0,NKCC1_Cl
2.8903118946836573e-05,-0.00028343739451046156,4.6771247977229224,True,witness_05,1.1019424654421073e-05,7.188534256749789e-07,1.1019678295169797e-05,-2.53640748723962e-10,1.1738264653229914e-05,2.6706761486110047e-10,0.9999938203615284,4.6771537008418695,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,task21_resting_witness,0.0,NKCC1_Cl
1.3322651195010782e-05,-0.00022964255535303196,6.963982304878155,True,witness_06,0.0001838874394151162,1.1995665587866141e-05,0.00018388747632840932,-3.691329311444544e-11,0.00019588393844615083,-7.965298753692326e-10,0.9999980869242447,6.96399562752935,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA20_P2_H1:B00,task21_resting_witness,0.0,NKCC1_Cl
